chr,start,stop,strand,Cluster,pca_x,pca_y,umap_x,umap_y,tsne_x,tsne_y
chr13,66047632,66048125,-,9,19.95771,2.9495747,3.361829,4.273768,-1.0516509,36.420013
chr13,66129503,66129996,-,9,19.510305,3.2631764,3.403902,4.2450905,-0.81235415,36.418797
chr13,67148970,67149464,+,10,20.525536,3.3188572,5.5281277,5.294224,-10.427795,20.089407
chr13,67570817,67571304,+,-1,17.13651,5.47939,5.655662,5.876558,-23.258833,45.525177
chr13,68078290,68078783,-,9,21.712801,1.3533664,4.8147364,3.7024233,-8.118214,11.9354515
chr13,69869572,69870012,+,8,17.358421,5.217627,5.377962,6.6580806,-31.804531,14.266543
chr13,70202712,70203205,-,9,19.006058,-1.0275445,4.114464,2.633437,4.1348486,2.2809186
chr13,71085662,71086160,+,-1,20.813553,-4.794391,1.0541729,-1.8952826,40.75353,-26.899424
chr13,71091611,71092109,+,-1,20.813553,-4.794391,1.0470167,-1.8919302,40.75353,-26.899424
chr13,74288998,74289490,+,-1,19.87565,-4.7337213,-12.684563,3.1987467,10.234127,-77.28577
chr13,76077210,76077703,-,-1,19.793577,-1.8394133,23.809177,16.390814,59.158043,4.4895453
chr13,76083169,76083662,-,-1,19.793577,-1.8394133,23.795347,16.38421,59.158043,4.4895453
chr13,76864292,76864779,-,10,18.28729,6.1449766,6.664095,6.021025,-34.17778,26.252987
chr13,77695806,77696299,+,-1,19.841831,-0.83200896,8.399408,14.268712,63.732754,10.023019
chr13,77701732,77702225,+,-1,20.258995,-1.3023225,8.399354,14.2690325,63.46709,9.252709
chr13,77782459,77782952,-,10,19.860743,4.151776,6.120923,5.0490546,-21.238523,30.470522
chr13,78373786,78374279,+,1,20.050362,-2.396881,-0.59160835,12.926111,62.188892,-4.9115324
chr13,78378439,78378932,+,1,20.050362,-2.396881,-0.63168424,12.94918,62.188892,-4.9115324
chr13,79700586,79700719,+,5,2.4152117,1.6774443,15.37911,15.160167,-50.644836,-22.881784
chr13,79780794,79781287,+,9,20.153015,-1.1198324,4.5854864,2.7782104,-2.3871288,-4.135624
chr13,81719377,81719882,-,9,20.919176,0.3788427,3.7925863,3.042619,21.279463,13.02976
chr13,81725057,81725562,-,9,20.919176,0.3788427,3.7784514,3.0276628,21.279085,13.030943
chr13,81739564,81740051,+,10,19.684996,5.522406,6.4256444,5.151938,-25.150679,35.641293
chr13,82249416,82249909,+,10,21.091305,5.413983,6.142874,5.1309123,-23.908333,28.893349
chr13,82817296,82817784,+,10,18.26999,6.5657487,6.83841,6.1279936,-33.79813,24.935123
chr13,84665550,84666043,-,10,21.175737,5.8104405,6.400058,5.2768,-27.300531,35.29858
chr13,85362946,85363386,-,7,16.992151,2.6476533,4.0542192,6.569152,-29.732462,0.70769393
chr13,85702280,85702683,+,10,15.00452,4.2871313,6.781557,5.711777,-36.502365,35.704163
chr13,86104807,86105022,+,4,8.930155,-1.9682586,13.669941,11.433813,-27.827732,-32.198757
chr13,86671082,86671522,+,8,17.06042,5.7251105,5.338691,6.6088276,-31.705963,13.880513
chr13,87474869,87475361,+,1,20.841482,-5.446779,-4.2503405,15.203143,59.753883,-16.320036
chr13,87476680,87477173,+,1,20.538876,-5.2725024,-4.2711673,15.184155,57.941196,-14.2614
chr13,87482615,87483108,+,1,20.538876,-5.2725024,-4.2772574,15.180952,57.82429,-14.553754
chr13,88182637,88183130,-,9,20.707975,2.2501357,5.000475,4.0094666,-9.787794,12.488771
chr13,91254120,91254613,+,10,19.362333,3.0260382,6.317221,4.911834,-17.722773,23.479036
chr13,92498538,92499031,+,10,20.198208,5.105632,6.4364524,5.1519747,-26.192516,37.149273
chr13,92582454,92582947,-,9,20.2045,0.28526732,3.9964795,3.7776587,26.131912,22.200224
chr13,93196948,93197382,-,8,16.063732,7.0685873,6.070341,7.1616144,-46.68864,14.225089
chr13,94214611,94215104,-,1,20.67498,-2.989607,-0.4827072,12.887827,60.47105,-1.8324913
chr13,94220516,94221009,-,1,20.67498,-2.989607,-0.47535208,12.915208,60.46481,-1.8323953
chr13,94551630,94552122,-,6,21.149298,-1.4970617,6.1557984,0.8290046,25.077394,18.56395
chr13,94557573,94558012,-,7,18.43246,-0.3937646,3.3326612,6.686533,-19.119513,-9.329958
chr13,95207816,95208283,+,10,17.769884,4.0583715,4.6263733,5.319044,-19.04567,15.194801
chr13,96663345,96663732,+,4,7.5922575,2.690077,13.251812,12.534066,-37.793407,-24.386688
chr13,97036883,97037375,+,-1,19.269901,-4.544273,-12.519518,3.349674,13.445084,-72.78148
chr13,97042826,97043318,+,-1,18.98219,-3.9210553,-12.687732,3.183176,13.833265,-72.56357
chr13,97716263,97716755,+,1,20.841482,-5.446779,-4.249328,15.201592,60.257816,-16.727766
chr13,97722208,97722700,+,1,20.36469,-5.584043,-4.1808257,15.2909565,59.983425,-12.834275
chr13,97726503,97727008,-,-1,20.688711,-0.7362507,2.3061664,0.46251634,29.81075,23.14767
chr13,97732459,97732964,-,-1,20.688711,-0.7362507,2.3057666,0.46214592,29.811779,23.149092
chr13,99709372,99709866,+,6,19.51037,0.7057926,7.480181,-0.032337345,15.460397,-9.100772
chr13,99715317,99715811,+,6,20.076544,0.71149737,7.4679785,-0.02303448,15.622119,-8.860772
chr13,102606974,102607466,+,-1,21.638992,-3.0279717,8.477629,23.88916,29.662867,-26.33502
chr13,102612949,102613441,+,-1,21.638992,-3.0279717,8.501216,23.916864,29.662867,-26.33502
chr13,102614304,102614796,-,-1,19.527693,-4.863116,-12.720419,3.1645968,12.087557,-78.17279
chr13,102620247,102620739,-,-1,19.527693,-4.863116,-12.688144,3.22501,12.087557,-78.17279
chr13,103809056,103809508,+,7,16.966825,4.6863666,4.4368525,6.554901,-27.843409,8.391208
chr13,105709312,105709803,-,2,20.414194,-4.699597,5.1956997,-11.962241,43.95606,-17.763151
chr13,105715254,105715745,-,2,20.414194,-4.699597,5.199578,-11.958364,43.95606,-17.763151
chr13,108690659,108691024,-,4,16.153425,-3.5851383,13.512382,10.595449,-18.019102,-26.128391
chr13,110042049,110042542,+,9,20.784714,0.8474767,4.826585,3.7262444,-6.689316,10.604144
chr13,110153143,110153636,+,-1,20.660479,-1.4189117,24.263641,16.587542,65.7496,8.18664
chr13,110711418,110711450,+,5,0.6399914,0.2620067,14.233931,14.160216,-46.133694,-29.853031
chr13,114039987,114040478,+,-1,19.77399,0.9895175,5.786819,-0.38080567,28.500452,8.237256
chr13,114045930,114046421,+,-1,19.77399,0.9895175,5.815533,-0.352275,28.500452,8.237256
chr13,117037246,117037696,-,8,12.029146,5.876966,6.143688,7.2189355,-49.713966,11.343633
chr13,117039868,117040362,-,3,16.308184,6.422426,9.687888,10.982979,-57.68933,8.496238
chr13,119864904,119865396,+,1,20.365465,-5.515695,-4.2581315,15.200437,62.577576,-19.022064
chr13,119870808,119871300,+,1,20.365465,-5.515695,-4.2418146,15.172811,62.577576,-19.022064
chr13,119929087,119929574,-,9,20.55738,1.3192122,4.183298,3.1373103,6.588099,13.7441435
chr13,119935584,119936018,-,7,18.950462,2.317925,3.4926875,6.4225674,-19.810286,-2.9309702
chr13,120133448,120133935,+,9,19.714945,1.4854575,4.202256,2.9907906,5.545851,11.771183
chr13,120139945,120140432,+,9,20.191038,0.8896856,4.226816,3.1368616,6.645021,13.87779
chr13,120281065,120281558,+,9,19.49076,0.25736353,4.544972,2.7023466,16.52347,21.388926
chr14,3127256,3127342,+,5,2.6267402,1.7021059,14.806949,14.984977,-54.628292,-31.789482
chr14,4077273,4077359,+,5,2.6267402,1.7021059,14.826898,14.992536,-54.628273,-31.789505
chr14,4970843,4971341,-,1,21.07437,-5.619181,-3.797973,13.995678,56.161095,-18.977407
chr14,4976792,4977290,-,1,21.07437,-5.619181,-3.7982397,13.995698,55.47132,-18.335623
chr14,5402044,5402130,-,5,3.0309942,1.9058235,14.826326,14.99249,-54.966217,-30.731873
chr14,5754592,5754678,-,5,3.0309942,1.9058235,14.81661,14.983995,-54.96623,-30.731806
chr14,5905812,5905898,-,5,3.0309942,1.9058235,14.822042,14.989335,-54.966217,-30.731873
chr14,7677294,7677781,-,10,17.11393,3.0863628,6.441752,5.1993566,-35.583878,39.454895
chr14,8025967,8026486,+,3,15.503285,5.5553417,9.858919,11.110559,-63.857697,7.350194
chr14,8067745,8068185,+,7,17.905773,0.6499191,3.3633835,6.6049767,-18.414858,-10.838238
chr14,8073634,8074074,+,7,17.905773,0.6499191,3.3265526,6.6237698,-18.414858,-10.838238
chr14,8943806,8944304,-,9,20.811388,1.1996338,4.0055203,3.0872273,7.059488,16.465153
chr14,10965640,10965829,+,4,6.4916315,-1.1090189,13.702882,12.148369,-31.294214,-33.80943
chr14,12096617,12097116,-,-1,20.505684,-0.20968826,2.7508738,3.46965,40.75482,10.376955
chr14,12164619,12165060,+,7,17.251081,3.6272707,3.4074295,6.477329,-20.917286,-4.1257443
chr14,12633832,12634272,+,7,17.369574,1.7586106,3.512433,6.349673,-17.658535,-0.9597061
chr14,14143588,14144092,-,0,20.617008,-5.266016,21.968685,-4.5557876,48.092495,-42.35839
chr14,14149504,14150002,-,0,20.586061,-5.301446,21.974365,-4.560974,48.931095,-42.302887
chr14,14813493,14813987,+,10,19.150833,2.639811,5.0489597,4.7525516,-13.17283,17.663393
chr14,14817557,14818044,-,9,19.234842,2.157424,3.6848454,3.5176806,5.5818744,21.967745
chr14,16060722,16061210,+,10,17.432554,6.1532893,7.1598153,6.298272,-44.429787,31.30328
chr14,17149391,17149822,+,7,17.349747,2.96536,3.5276196,6.3043118,-15.800897,-0.9906662
chr14,19247310,19247809,+,9,20.53071,0.33756143,4.357052,2.3899295,15.307571,19.503124
chr14,23954291,23954808,+,3,15.336889,5.4545755,9.957646,11.212196,-61.674587,5.1164784
chr14,25727826,25728319,+,-1,20.507347,0.91948605,1.0499864,1.2897398,32.569054,-7.6662064
chr14,25733732,25734225,+,-1,20.507347,0.91948605,1.0487468,1.2893003,32.569054,-7.6662064
chr14,26295740,26296188,-,10,14.377322,5.706841,7.1725206,6.264636,-42.16762,31.539097
chr14,29798572,29798713,+,4,0.0412196,0.058366954,13.940094,13.180107,-42.10835,-28.21981
chr14,30060576,30060690,-,4,0.10831134,-0.1048492,13.940476,13.181475,-43.512886,-28.470186
chr14,30779523,30780015,-,-1,18.980734,-0.45110986,-12.047404,3.6839607,3.1902392,-76.89782
chr14,30782542,30783034,-,-1,18.980734,-0.45110986,-12.070984,3.662974,3.1902392,-76.89782
chr14,33220743,33221236,-,-1,18.938671,-1.3950915,-11.992109,3.7308745,2.6821623,-80.619415
chr14,33224481,33224974,-,-1,18.938671,-1.3950915,-11.978087,3.743275,2.6821954,-80.620224
chr14,34006655,34007162,+,3,13.61875,5.6396933,9.8983755,11.163018,-61.15567,7.3280473
chr14,35716740,35717233,+,-1,19.02708,1.4472219,5.7554564,-1.7178553,5.8519855,49.42101
chr14,35721685,35722178,+,-1,19.501976,1.5892189,5.8743362,-1.8472782,5.9208226,49.765095
chr14,39647790,39648230,-,7,17.659506,1.4656329,3.9932742,6.523674,-27.109596,0.8915975
chr14,42274305,42274791,-,9,19.982027,1.784157,3.9913857,3.2237947,9.9621315,15.123325
chr14,42280228,42280715,-,9,20.91014,1.016753,4.0522313,3.2560182,9.253859,13.763739
chr14,42614112,42614599,-,9,20.78571,1.5345863,3.9400868,3.215478,9.924809,15.170707
chr14,42624803,42625290,-,9,20.91014,1.016753,4.0740952,3.2670176,9.25383,13.763779
chr14,43102342,43102840,-,1,21.07437,-5.619181,-3.7982738,13.9954195,55.609657,-18.97558
chr14,43108291,43108789,-,1,20.637802,-5.3837028,-3.7967196,13.9923115,55.509594,-16.919172
chr14,43844801,43845294,-,9,19.94575,-0.1243045,4.4597354,2.607492,1.797826,-8.825411
chr14,43850761,43851254,-,9,19.94575,-0.1243045,4.5409923,2.571997,1.797826,-8.825411
chr14,44828731,44829164,-,7,17.338541,4.945947,4.4250293,6.2677455,-25.290194,9.863712
chr14,45404726,45405265,-,10,19.464985,4.3671627,6.256948,4.911902,-18.526001,24.194967
chr14,45725400,45725869,+,10,17.600939,5.8935957,6.1341996,5.733363,-29.060293,23.880705
chr14,45731284,45731714,+,8,15.225058,5.2919593,5.916383,6.586128,-33.386185,19.973297
chr14,45748429,45748922,+,10,20.235922,3.7002165,5.420448,4.3184185,-10.009921,32.14909
chr14,45754369,45754862,+,9,20.738873,0.88092524,4.6773477,3.6095674,12.8757515,13.282992
chr14,46800189,46800623,-,7,18.443672,0.37154946,3.413577,6.5581355,-21.703259,-5.835181
chr14,47110077,47110308,-,4,9.004641,3.6335108,13.485544,11.704632,-28.779606,-28.384743
chr14,47450071,47450589,+,3,16.518538,4.839287,9.740715,11.025779,-60.171272,9.216623
chr14,53059433,53059926,-,9,20.349411,1.3069152,4.1708536,3.145048,5.501793,19.042885
chr14,53071618,53072058,-,7,18.398098,2.192996,3.5227904,6.3419228,-19.065414,0.66825974
chr14,55532489,55532929,+,7,17.94777,2.515913,3.7802684,6.7772083,-27.807198,-1.9894854
chr14,57008493,57008857,-,3,10.47915,2.9919844,9.9220915,11.172301,-54.087173,5.0665164
chr14,57013515,57013874,-,3,10.55778,3.0176172,9.743974,11.034371,-54.04247,5.103832
chr14,59301927,59302420,-,-1,20.238222,-1.3780544,24.26098,16.587078,69.82689,8.594269
chr14,59307837,59308330,-,-1,20.238222,-1.3780544,24.252762,16.579824,69.827354,8.5947
chr14,60476421,60476861,-,7,18.06689,2.0781786,4.0013742,6.5669856,-27.428923,-0.123341106
chr14,60479880,60480319,-,7,17.967123,1.7411207,4.018454,6.648291,-27.501184,0.5563497
chr14,60820276,60820768,-,6,20.918205,-3.9487722,7.1309805,0.1675081,21.633373,-17.09227
chr14,60826219,60826711,-,6,20.918205,-3.9487722,7.1405096,0.15945622,21.633373,-17.09227
chr14,64306006,64306523,+,6,21.271364,-0.16104585,6.6104994,0.41015992,17.691519,12.7556305
chr14,64504786,64505284,+,2,21.263517,-5.3775334,8.491671,-7.6506205,46.78664,36.206234
chr14,64510696,64511194,+,2,21.263517,-5.3775334,8.52366,-7.735106,46.786903,36.212486
chr14,65128842,65129335,+,2,20.85629,-1.0940934,8.42111,-7.0551925,41.95406,45.084915
chr14,65134747,65135240,+,2,20.85629,-1.0940934,8.434827,-7.049918,41.954056,45.08492
chr14,65278730,65279228,+,-1,19.94028,-5.2434864,21.526115,11.964476,49.437424,-36.55493
chr14,65284679,65285177,+,-1,19.94028,-5.2434864,21.524836,11.963174,49.437424,-36.55493
chr14,70396162,70396383,-,4,7.329431,-2.3023531,13.743626,11.749525,-30.465746,-33.269093
chr14,72494638,72494690,-,5,1.6750816,0.31134182,14.412602,14.60955,-49.097343,-30.70879
chr14,73617629,73618117,+,10,19.187662,6.9921517,7.158284,6.267031,-41.863075,30.039495
chr14,75840465,75840957,+,0,21.742722,-2.690925,24.628286,0.55567896,4.524151,-30.271051
chr14,79145247,79145746,-,1,20.52699,-1.1196822,-0.60008013,13.585454,68.5512,-2.465278
chr14,79151197,79151696,-,1,20.52699,-1.1196822,-0.6009238,13.589313,68.55127,-2.4653907
chr14,79918258,79918745,+,9,21.129389,1.1282077,4.78801,3.134475,8.763259,7.8286753
chr14,79980101,79980595,-,9,20.318853,-0.34053078,4.830735,3.0117726,10.530936,2.009944
chr14,80922208,80922685,+,10,19.486897,2.5654604,4.7639036,4.8541636,-15.802603,15.184419
chr14,82263126,82263619,+,9,17.476662,0.11525911,4.8162117,3.009985,-6.5186133,-4.83134
chr14,82269034,82269527,+,9,19.975475,0.21090254,4.7990184,2.996219,-6.49431,-4.8226843
chr14,85869395,85869888,-,9,20.23379,1.3811334,3.4116297,3.8133643,4.502638,30.326551
chr14,86872230,86872723,-,9,20.252354,1.1481662,3.1846573,4.058518,6.6267123,35.427628
chr14,86876083,86876576,-,9,20.252354,1.1481662,3.1705,4.08666,6.6266246,35.4278
chr14,89287982,89288469,+,10,16.73022,5.4639688,6.550198,5.712669,-34.552902,38.28721
chr14,89293959,89294445,+,10,16.222738,5.644933,6.9403934,6.1040554,-35.458237,39.19524
chr14,91984732,91985210,+,10,17.159094,4.398974,6.1624823,4.9054995,-19.892588,22.134851
chr14,94423197,94423637,+,8,17.31468,5.3125024,5.1875367,6.745966,-36.06837,9.293879
chr14,95177762,95177955,+,5,6.5848737,3.026967,15.565554,15.446813,-61.361748,-21.566875
chr14,96047920,96048418,-,9,20.594019,0.70433706,3.3876133,3.0316122,10.372407,22.260612
chr14,96053869,96054314,-,7,18.261116,1.4508394,3.4732008,6.2840657,-17.98462,-5.0414157
chr14,96633416,96633850,+,8,16.107246,6.2156377,5.771439,6.955784,-40.633865,11.291343
chr14,98234990,98235124,+,4,5.4348993,-1.7070614,13.700619,12.112165,-32.289246,-32.555664
chr14,101076389,101076887,-,-1,20.787996,-5.5092773,21.528801,11.9671335,51.343388,-38.076622
chr14,101082338,101082836,-,-1,20.466051,-5.3845606,21.531403,11.96972,53.323383,-37.61989
chr14,101809553,101810045,-,9,20.343016,-3.504679,4.93327,2.6406639,5.132661,-15.679509
chr14,101815490,101815982,-,9,20.343016,-3.504679,4.9344444,2.6398427,5.132661,-15.679509
chr14,101971328,101971815,+,9,19.0447,1.8006252,4.5578995,3.424192,-1.8110317,21.643654
chr14,102635026,102635515,+,10,18.787859,5.016385,6.27386,5.2650213,-24.42004,33.585827
chr14,102639992,102640277,+,5,11.379081,3.4068458,15.615642,15.503398,-57.714443,-17.364195
chr14,103734786,103735278,+,6,21.204575,-4.058674,7.7515173,-0.19755156,19.147463,-15.730171
chr14,103740729,103741221,+,6,21.204575,-4.058674,7.735644,-0.19626789,19.10956,-15.726821
chr14,105943245,105943737,+,1,20.517353,-2.5954518,-0.5726069,13.108725,64.43047,-1.676397
chr14,105949188,105949680,+,1,20.517353,-2.5954518,-0.5769584,13.184177,64.43067,-1.6765285
chr14,105960713,105961205,+,0,20.555109,-5.336876,21.98133,-4.563933,50.533314,-41.603046
chr14,105966617,105967109,+,0,20.555109,-5.336876,21.987385,-4.5627775,50.533314,-41.603046
chr14,107152289,107152782,+,-1,21.415424,-0.4195791,5.706424,2.9087381,23.674788,2.8563218
chr14,107158194,107158687,+,-1,21.415424,-0.4195791,5.7024293,2.9086254,23.674788,2.8563218
chr14,108883131,108883619,+,10,13.921286,6.1070294,6.9303284,6.4129257,-46.510017,28.557909
chr14,109129058,109129546,+,10,14.443705,5.8643126,7.114167,6.216062,-39.720978,30.144789
chr14,110101812,110102304,+,0,21.077187,-4.4818163,24.689611,0.5848438,-14.181128,-56.78915
chr14,110107715,110108207,+,0,21.596428,-4.4474454,24.601885,0.51821554,0.39445877,-38.494865
chr14,111332618,111333105,-,10,15.66388,6.567801,7.032206,6.3160515,-38.71117,25.498201
chr14,111985575,111986068,+,9,18.651127,1.8770616,4.0744257,2.511803,-2.2429633,-1.8591448
chr14,111998909,111998956,-,4,0.0005953001,0.004048479,13.9119425,13.137809,-42.67624,-30.184973
chr14,112284015,112284508,+,10,19.332573,1.5815717,5.842792,4.601563,-13.801299,29.019083
chr14,112291884,112292377,+,10,18.868324,1.388306,5.9268856,4.7687902,-13.75297,29.068373
chr14,112808701,112809194,-,9,20.799643,-0.6779556,4.0872593,2.5484157,3.1938083,-0.025037078
chr14,112903643,112904136,-,9,21.722752,1.3448893,3.078998,2.46776,12.892186,26.925411
chr14,113566750,113566860,-,5,4.04789,2.632286,14.82945,14.99039,-56.750435,-30.221586
chr14,118409792,118410226,+,8,16.631216,5.6066904,5.9236226,7.0456614,-43.10453,15.189902
chr14,120197186,120197673,+,9,21.477104,0.47270587,4.040466,2.5776114,-2.413109,-0.63534904
chr14,121222977,121223469,+,0,21.596428,-4.4474454,24.63801,0.49397737,4.7135034,-39.974094
chr14,121418541,121419028,+,10,18.463829,5.7212076,6.6844606,5.526182,-39.406303,37.385777
chr14,122091041,122091511,-,9,17.915169,1.9503975,3.5777042,3.65476,4.8344355,26.724333
chr15,3562607,3562769,-,4,0.080524735,-0.015277517,14.01491,13.262281,-42.96346,-28.616491
chr15,5681748,5682241,+,9,20.421047,0.6413935,4.061421,2.8062947,-1.2171453,4.8493986
chr15,5687726,5688166,+,7,17.288948,2.4798346,3.4197526,6.5470276,-20.18572,-3.5042121
chr15,6208885,6208925,-,5,1.1565714,0.36502755,14.442828,14.62308,-49.21683,-33.046936
chr15,6538844,6538964,-,4,5.3987255,0.5356581,13.897124,13.126848,-43.804955,-24.47463
chr15,6538934,6538978,-,4,1.9062846,-0.30855137,13.910099,13.146271,-43.51275,-25.77332
chr15,6538978,6539236,-,4,8.799101,0.44954753,13.365997,12.29934,-34.550846,-24.89268
chr15,6545852,6546345,-,9,21.580957,1.7517467,3.7944589,3.3843324,8.902875,17.870937
chr15,12656825,12657319,-,9,20.24927,0.6758166,4.933459,2.9284992,8.502447,4.2054296
chr15,14432709,14433149,+,-1,18.67576,0.72979,3.2723365,7.1504307,-6.217947,-20.981564
chr15,14438600,14439040,+,-1,18.256817,0.80030775,3.246579,7.162659,-6.2001595,-20.917747
chr15,16464447,16464939,+,9,20.77902,-0.9128365,3.6829455,2.4334006,-3.3269815,-0.9579415
chr15,16948784,16949276,-,-1,20.29238,-4.9918356,6.431853,19.206312,48.02294,49.934933
chr15,16954688,16955180,-,-1,19.983309,-5.124851,6.4320297,19.206545,47.860294,50.152092
chr15,17443705,17444070,-,3,11.71424,4.313369,9.618232,10.924113,-52.04456,8.186398
chr15,18056865,18057358,+,10,20.131952,4.9042063,6.014866,5.0839605,-22.210032,30.15983
chr15,19057324,19057822,+,-1,20.344088,-5.3964524,21.532396,11.970739,54.51392,-39.40606
chr15,19063273,19063771,+,-1,20.344088,-5.3964524,21.466158,11.904527,54.51392,-39.40606
chr15,19361559,19362077,+,3,13.81881,4.741396,9.984495,11.233927,-59.945515,4.1911836
chr15,21829549,21829983,-,7,17.744425,3.063578,3.501578,6.2757397,-17.292526,-3.136477
chr15,22394893,22395333,+,8,15.337759,5.2300143,5.5824594,6.818672,-37.807858,11.20489
chr15,24310276,24310769,+,9,19.947447,3.0270228,3.3834176,4.2538495,-1.3952634,36.37168
chr15,24316214,24316707,+,9,19.947447,3.0270228,3.3659997,4.2859263,-1.3952634,36.37168
chr15,25177456,25177506,+,5,1.7540529,0.7553545,14.520701,14.716864,-52.402252,-32.55874
chr15,28675907,28676401,+,10,19.101557,5.650356,5.622535,5.404884,-21.797962,41.174732
chr15,29897928,29898497,+,4,7.0862813,4.635261,13.258537,12.553996,-39.56038,-20.5215
chr15,30730674,30731168,-,9,19.421968,0.6684771,3.2710204,2.889658,-0.626156,12.389174
chr15,31009801,31010293,-,-1,19.87565,-4.7337213,-12.692992,3.1929157,9.120553,-76.297295
chr15,31015744,31016236,-,-1,19.87565,-4.7337213,-12.700684,3.1909974,9.120553,-76.297295
chr15,35355328,35355526,-,4,7.9615016,-1.8973761,13.689585,11.555865,-29.311768,-32.501312
chr15,37744312,37744799,+,10,18.580383,3.9714532,6.4253445,4.9479547,-23.351728,35.267403
chr15,41890376,41890875,+,-1,20.148067,-0.5743511,2.3032088,0.4555797,30.446106,23.203028
chr15,41896326,41896825,+,-1,20.148067,-0.5743511,2.303206,0.45526356,30.446106,23.203028
chr15,45537252,45537741,+,9,21.338451,1.1833155,4.873543,3.6633263,-7.9990873,11.896713
chr15,47022683,47023123,+,1,17.708479,-0.26966017,-0.56245416,13.348219,73.06077,3.052332
chr15,47029211,47029687,+,2,18.715832,-1.1020697,8.415372,-7.0469465,40.426456,42.696598
chr15,47293138,47293329,-,5,6.475357,3.3837519,15.590355,15.496989,-62.515495,-23.462051
chr15,49254069,49254262,-,5,6.43974,0.728482,15.577312,15.466734,-63.240078,-25.575293
chr15,49761013,49761477,-,9,19.433542,0.31809583,4.6037054,3.5347998,13.406422,12.868532
chr15,49926898,49927338,+,7,17.947271,2.621255,3.5680828,6.4305115,-21.090708,-3.486035
chr15,49932168,49932662,+,9,20.212774,1.5422198,4.2740026,3.3921742,2.1475115,13.404366
chr15,52743480,52743955,+,10,17.955091,5.276045,6.016929,5.309763,-24.83045,31.03139
chr15,56290592,56291086,-,2,18.355753,1.2685424,8.272278,-6.7660284,32.72618,44.090588
chr15,59100038,59100531,+,-1,20.507347,0.91948605,1.0479693,1.2896799,32.569054,-7.6662064
chr15,64591753,64592258,-,-1,20.279505,-0.26353803,2.9626746,3.2614014,46.239292,10.727711
chr15,64597706,64598211,-,-1,20.715033,-0.50490445,2.89928,3.2967393,46.231026,10.64187
chr15,65115622,65116120,-,-1,20.977144,-5.2676306,8.664832,24.108793,53.750877,46.266243
chr15,65121532,65122030,-,-1,20.977144,-5.2676306,8.66455,24.108475,53.750877,46.266243
chr15,65412523,65412612,+,4,0.009690016,-0.015808353,13.953086,13.175347,-42.32421,-28.868744
chr15,68704842,68705038,-,5,6.5773244,3.0335505,15.568539,15.464613,-61.07182,-23.006365
chr15,76964978,76965470,-,0,21.596428,-4.4474454,24.516977,0.419235,0.35401103,-37.382202
chr15,76970882,76971374,-,0,21.596428,-4.4474454,24.639027,0.54670316,1.3475738,-40.685516
chr15,77430417,77430906,-,10,19.236704,6.5231586,6.1705403,5.507267,-27.314486,30.407133
chr15,77436349,77436838,-,10,19.008497,5.4946165,6.1350837,5.301993,-26.667103,30.716028
chr15,79010848,79011288,-,7,18.438362,3.8256605,4.2166476,6.3805466,-24.309782,6.6552095
chr15,79699820,79700139,-,4,12.793903,-4.3544765,13.722542,11.442244,-26.971209,-34.81942
chr15,79705551,79706043,-,6,20.78722,-4.160569,7.7437487,-0.18530388,18.0488,-17.125677
chr15,80656547,80656652,+,4,4.4938507,-1.2142483,13.693953,12.241912,-33.51841,-32.606773
chr15,81145467,81145960,+,-1,20.125046,-0.7769092,5.744244,-1.4608172,25.78303,9.305099
chr15,81151372,81151865,+,-1,20.125046,-0.7769092,5.748814,-1.4336946,25.782999,9.305186
chr15,81575400,81575585,+,5,4.86482,3.0241258,15.459127,15.313036,-54.49841,-23.596632
chr15,84035884,84036371,+,10,18.362753,6.607226,6.3522725,5.6383743,-30.63577,30.387878
chr15,84746572,84747064,+,-1,21.155313,-4.9578085,1.0238657,-1.8594922,42.983074,-19.75137
chr15,84752476,84752968,+,-1,21.155313,-4.9578085,1.0240319,-1.8594853,42.983074,-19.75137
chr15,85190198,85190690,-,-1,20.744257,-5.0952296,6.4718537,19.196764,50.294743,48.514072
chr15,85196102,85196594,-,-1,20.744257,-5.0952296,6.4738803,19.194658,49.199875,48.417385
chr15,87949511,87949951,-,8,17.723219,6.1639595,5.6424017,6.864739,-38.68351,11.897945
chr15,88466752,88467245,+,9,20.620237,1.6388464,3.7375364,3.4437008,7.164059,21.237043
chr15,90890429,90890841,-,4,17.84526,-1.5460061,13.521619,10.522594,-16.132822,-25.11602
chr15,93014100,93014593,+,9,20.941938,0.85552317,4.3269305,3.2429683,5.2591743,13.303409
chr15,95305976,95306416,-,7,18.097614,2.2961085,3.8117268,6.3298435,-20.870293,2.111222
chr15,95311900,95312340,-,7,18.449787,2.1303575,3.7600658,6.4441566,-20.817894,2.066579
chr15,96553024,96553517,-,-1,21.185154,-0.46216652,5.7482185,2.8896203,23.879877,1.6764452
chr15,96558968,96559461,-,-1,21.185154,-0.46216652,5.750964,2.8876584,23.880177,1.6765993
chr15,97472912,97473405,+,1,21.012114,-1.9829465,-0.5400531,12.911445,59.455547,-6.2861223
chr15,97477855,97478354,+,1,21.30552,-1.969971,-0.54440594,12.934299,59.45354,-6.279253
chr15,98694076,98694230,-,5,3.835556,2.5368464,14.833426,14.991523,-55.9871,-29.748169
chr15,98889544,98890037,+,3,17.49692,6.0457354,9.571598,10.877477,-51.796307,13.358165
