chr,start,stop,strand,Cluster,pca_x,pca_y,umap_x,umap_y,tsne_x,tsne_y
chr17,70860481,70862032,+,0,36.50129,19.471928,11.868368,-4.0055647,20.183498,43.049732
chr17,70919339,70919535,+,2,4.551097,-0.017460162,6.959795,5.878098,-37.206047,13.409667
chr17,71387288,71388840,-,1,34.976875,-18.535439,-3.3742194,-3.5272238,20.848942,-40.655216
chr18,451298,451362,+,2,1.4713405,1.0851855,5.097005,6.76603,-27.236744,8.769177
chr18,451357,451465,+,2,2.0880635,0.5867995,4.7949905,6.9511766,-23.55878,7.434593
chr18,451761,451996,+,2,5.19935,2.3655927,7.7503138,6.356444,-37.627518,20.683372
chr18,4573217,4574826,+,0,35.10511,16.805891,11.364097,-3.8560443,13.469814,40.472614
chr18,5802624,5804206,+,0,34.55072,18.765318,11.3753,-4.090561,12.501137,42.23548
chr18,7538076,7538721,-,2,14.611331,-8.177823,0.6824734,1.7246995,4.3324018,-10.605644
chr18,11381400,11381561,-,2,4.021376,-1.0007454,4.5504537,5.738143,-28.769257,-1.5087702
chr18,11381557,11381644,-,2,1.7580377,-1.5197932,3.7653198,6.5289354,-14.570215,-19.88067
chr18,12105420,12105546,-,2,2.5325458,-0.93734753,3.8239224,5.691591,-26.083448,-5.6363363
chr18,12108560,12109458,-,2,20.20641,-9.523654,0.59052324,1.2754107,7.742051,-13.128258
chr18,14255918,14256075,-,2,3.2860398,-0.97931445,3.9164293,2.4901333,-32.268284,-22.345135
chr18,14256327,14256569,-,-1,5.1787395,-1.4269162,1.7362701,14.254631,-52.102516,-13.935279
chr18,14256874,14257025,-,-1,3.2731836,-0.6568246,3.9561787,1.4138343,-35.09772,-26.86341
chr18,14259393,14259450,+,-1,1.1581872,0.4037576,6.545455,9.796345,-41.081955,1.5573745
chr18,14259440,14259681,-,-1,4.57019,-1.2135863,2.0233233,14.770066,-56.225124,-16.844114
chr18,14259874,14259994,-,-1,2.5592637,-1.5250729,3.868047,1.4396696,-35.19304,-28.282412
chr18,14262507,14262563,+,-1,0.87935996,0.37330312,6.1254535,10.075985,-41.14811,-1.5893806
chr18,14262561,14262795,-,-1,4.128138,-1.4237201,1.6519101,14.545301,-54.37079,-16.322397
chr18,14263106,14263260,-,-1,2.6372688,-0.8939736,4.110056,1.1784236,-32.31299,-27.60376
chr18,14265907,14265964,+,-1,1.3141962,0.5046955,6.257745,10.108856,-42.17493,1.2033976
chr18,14265955,14266196,-,-1,5.17459,-1.880578,1.440587,14.622406,-54.512978,-14.71189
chr18,14268788,14268841,+,-1,1.0790783,0.39808005,6.6237555,9.717723,-39.55411,0.57640845
chr18,14268839,14269072,-,-1,4.364753,-1.220191,1.6949747,14.461434,-52.27955,-15.592154
chr18,14269377,14269529,-,-1,3.1193943,-0.75187725,4.0058126,2.1318989,-33.474743,-23.185349
chr18,14272271,14272358,+,-1,1.7764999,0.42878604,6.6311927,9.715393,-40.973568,2.8409681
chr18,14272315,14272566,-,-1,5.5663495,-0.46576393,1.6001356,14.527589,-52.874752,-17.310375
chr18,14272896,14273005,-,-1,2.1010861,-0.48891866,3.9766953,1.7993151,-33.664898,-24.96803
chr18,14275370,14275426,+,-1,1.1159033,0.20662215,6.052914,10.239046,-43.64376,-1.3212693
chr18,14275414,14275658,-,-1,4.784753,-1.6499103,1.5248967,14.525394,-53.998722,-13.194028
chr18,14275964,14276114,-,-1,3.2495153,-1.224741,4.275103,0.9973057,-33.23829,-30.894608
chr18,14278592,14278652,+,-1,1.1924152,0.42013872,6.582083,9.760343,-41.066803,1.5789721
chr18,14278642,14278883,-,-1,4.5674024,-0.8638882,2.0244555,14.776581,-56.345867,-16.868313
chr18,14279194,14279347,-,-1,3.025093,-1.2976363,3.8934815,1.3637315,-35.429493,-28.36597
chr18,14281856,14281912,+,-1,0.9630575,0.5332332,6.1392436,10.155162,-41.389908,-1.3760142
chr18,14281904,14282137,-,-1,4.920939,-1.657195,1.5659019,14.591191,-54.351875,-16.30128
chr18,14282448,14282603,-,-1,2.7436335,-0.7852952,4.1477213,1.1314228,-32.289925,-27.797508
chr18,14285308,14285365,+,-1,1.0294147,0.28514275,6.562117,9.713317,-40.286118,1.2902782
chr18,14285356,14285597,-,-1,5.0668225,-1.3475381,1.5030928,14.600506,-53.973446,-14.382188
chr18,14285916,14286075,-,-1,3.3155687,-0.5880791,3.9343638,1.3881956,-35.78402,-25.94832
chr18,14288371,14288427,+,-1,1.0360796,0.38534567,6.5844493,9.687863,-39.823868,1.3629597
chr18,14288415,14288658,-,-1,4.7267346,-1.6286904,1.6539848,14.470916,-52.61675,-15.5569
chr18,14288983,14289111,-,-1,2.47165,-1.1320276,4.02121,2.0086179,-33.605213,-23.309736
chr18,14291864,14291920,+,-1,1.2134961,0.42965132,6.625904,9.72438,-40.1979,1.5903747
chr18,14291908,14292150,-,-1,5.007235,-1.0837821,1.6382599,14.46542,-52.901394,-17.027546
chr18,14292480,14292589,-,-1,2.200087,-0.6330519,3.962098,1.7277868,-33.634277,-25.074507
chr18,14294971,14295018,+,-1,1.0815349,0.5355256,6.0224338,10.273183,-43.19593,-0.67934984
chr18,14295560,14295703,-,-1,3.0718675,-0.8115375,4.281195,0.98982275,-33.25124,-30.022491
chr18,14298129,14298186,+,-1,1.2551835,0.5716406,6.5542336,9.759716,-41.105534,1.5906097
chr18,14298176,14298417,-,-1,4.5839086,-1.2940413,1.9948152,14.748269,-56.237965,-16.756687
chr18,14298725,14298879,-,-1,3.0646315,-1.0924466,3.9630368,1.2979889,-35.395855,-28.404936
chr18,14301446,14301673,-,-1,4.539406,-1.5554512,1.5707021,14.624845,-54.452587,-15.943228
chr18,14301983,14302138,-,-1,2.695573,-0.7563805,4.1032057,1.1966444,-32.281937,-27.681324
chr18,14304821,14304879,+,-1,1.1696506,0.5404124,6.6395063,9.685413,-39.09981,2.3054292
chr18,14304870,14305111,-,-1,4.9666433,-1.395022,1.557772,14.5625515,-54.01972,-14.70832
chr18,14305430,14305589,-,-1,3.3163111,-0.8255612,3.9402835,1.4006256,-35.71602,-25.8472
chr18,14308209,14308265,+,-1,0.744481,0.31093183,6.351955,9.577438,-35.711178,0.5739888
chr18,14308263,14308495,-,-1,4.6636696,-1.2761387,1.6244549,14.467862,-52.933395,-16.735058
chr18,14308825,14308934,-,-1,2.1712093,-0.6163617,3.9760144,1.7961088,-33.71121,-24.779984
chr18,14311310,14311366,+,-1,1.3813881,0.68734974,6.037648,10.259927,-44.29996,0.35973406
chr18,14311354,14311598,-,-1,5.249428,-1.6782198,1.5393479,14.519537,-54.108727,-13.199866
chr18,14311905,14312052,-,-1,2.8793757,-0.90014327,4.303228,0.97374046,-33.23718,-30.775305
chr18,14314475,14314531,+,-1,1.2029005,0.4505066,6.0414968,10.270491,-42.759132,-0.638459
chr18,14314529,14314763,-,-1,4.4805155,-1.0643448,2.029889,14.775983,-56.2293,-16.951788
chr18,14315071,14315224,-,-1,3.060987,-1.2518528,3.9246576,1.2971594,-35.425705,-28.382488
chr18,14315218,14316748,+,0,29.844376,11.503921,12.43419,-1.9921625,8.320085,27.130404
chr18,14317732,14317788,+,-1,0.8774382,0.4254803,6.1800423,9.958924,-40.48659,-1.3626466
chr18,14317780,14318020,-,-1,4.739265,-1.0742705,1.6462413,14.624037,-54.40674,-16.439138
chr18,14318329,14318483,-,-1,2.6224022,-1.0356522,4.0695643,1.1781737,-32.570385,-27.66964
chr18,14321147,14321205,+,-1,1.312645,0.53995776,6.34641,9.994986,-42.147163,1.1947805
chr18,14321205,14321436,-,-1,4.7017074,-1.8853594,1.5491409,14.569003,-54.42109,-14.787404
chr18,14321754,14321905,-,-1,3.1306517,-0.79413944,3.9356868,1.4673511,-35.51913,-25.828909
chr18,14324033,14324083,+,-1,1.095649,0.46712068,6.646376,9.689541,-39.504257,0.57577395
chr18,14324081,14324312,-,-1,4.425344,-1.6500084,1.6878475,14.324974,-52.51371,-15.560248
chr18,14324638,14324770,-,-1,2.446114,-0.9761805,3.991489,2.0747871,-33.416386,-23.376637
chr18,14327511,14327567,+,-1,1.076761,0.5002591,6.65375,9.739407,-39.996666,0.94747746
chr18,14327565,14327806,-,-1,5.6185203,-0.7671359,1.6243122,14.50601,-52.90787,-17.479046
chr18,14328134,14328243,-,-1,2.1170042,-0.6285852,3.9971209,1.8763576,-33.721424,-24.766375
chr18,14328247,14328986,+,0,14.095659,5.4066315,11.985251,2.0009577,-11.858925,25.21427
chr18,14329014,14329837,+,0,15.838015,6.3930745,9.431097,0.3700985,13.899645,7.405075
chr18,14330614,14330670,+,-1,1.3327847,0.5239133,6.0293765,10.249678,-44.164604,0.4913841
chr18,14330658,14330902,-,-1,5.1005807,-1.5950532,1.5617024,14.4767065,-54.004574,-13.288907
chr18,14331209,14331355,-,-1,3.0842063,-1.2571307,4.2765126,0.98976403,-33.2585,-30.688087
chr18,14333659,14333743,+,-1,1.430673,0.62604856,6.1677175,10.327288,-43.253044,-1.545241
chr18,14333731,14333975,-,-1,5.012747,-1.0284438,1.4804826,14.602434,-55.002846,-13.96186
chr18,15038881,15039149,-,2,5.3387437,-3.354811,1.2605424,4.1240306,-5.998422,-1.9247104
chr18,15045218,15045231,-,2,0.1686121,0.079498634,4.5558853,6.343328,-24.499088,1.8308113
chr18,15045695,15047027,-,1,29.197527,-15.098405,-2.9367173,-0.80344725,5.002723,-41.47214
chr18,15290602,15291747,-,2,25.706161,-12.090242,-0.12567301,0.34783453,5.401062,-23.416988
chr18,15291740,15291810,-,2,0.9031868,-0.53907776,4.017518,6.509296,-22.546785,-0.53070754
chr18,29354996,29356349,+,0,29.9943,14.567003,10.325232,-1.186981,17.916853,22.11319
chr18,29362631,29362682,+,2,1.1362191,0.86402106,4.880039,6.183153,-23.012743,4.848914
chr18,30207760,30209372,-,1,35.92524,-18.281105,-1.6003572,-3.5365288,23.364784,-24.015268
chr18,33860278,33860443,-,2,3.5822654,-2.9484544,1.4348766,4.3984184,-8.952443,-2.302742
chr18,33863433,33864707,-,1,28.96136,-15.214425,-2.7409003,-2.441781,6.2631674,-37.73297
chr18,34462719,34464288,-,1,34.956783,-18.925861,-3.9755516,-3.025338,12.524267,-44.785
chr18,36235041,36235122,-,2,1.9699116,-1.8674852,2.1360729,5.318893,-13.283963,-0.32557526
chr18,36241152,36242553,-,1,31.729126,-17.780973,-2.9926708,-3.9686418,19.85936,-37.585014
chr18,38680298,38681192,-,1,20.795275,-11.318165,-2.9617243,0.26203263,-1.0494316,-36.88027
chr18,42336228,42337843,-,1,36.729607,-19.064919,-1.7105999,-4.3376694,31.139412,-31.785995
chr18,44382176,44382415,-,1,5.486262,-4.7019444,-3.0873775,3.5012693,-13.937322,-26.716965
chr18,44478616,44480209,+,0,36.248455,18.792763,12.034977,-3.916938,16.899408,38.274944
chr18,45613360,45614794,+,0,32.435246,18.465015,12.367621,-0.7657556,1.1921297,36.180683
chr18,45615096,45615279,+,0,3.9512007,2.7514384,7.493379,2.441916,-0.03509004,9.91437
chr18,53470227,53470544,-,1,7.286911,-5.943998,-3.2517064,2.74764,-12.568548,-30.041937
chr18,54768969,54769329,-,2,8.1640005,-6.104324,0.851215,3.3411613,-2.1271796,-5.2917156
chr18,60783697,60783882,-,1,4.1214957,-3.5368898,-2.8761778,3.9264011,-13.886759,-24.099281
chr18,60783905,60785317,+,0,31.198652,16.683813,11.07132,-1.2941839,22.085318,21.13329
chr18,63613184,63613599,-,2,8.63933,-5.2131534,0.7727856,2.9698796,1.0007297,-6.6634707
chr18,64504396,64505855,+,0,30.670853,13.587515,11.783597,-2.9575846,11.563934,33.726562
chr18,65121631,65123169,+,0,34.281563,17.870163,13.786337,-4.402687,36.522152,34.823162
chr18,66389943,66391484,+,0,34.070126,17.368582,11.771736,-3.3121324,12.770416,35.066757
chr18,66796914,66796959,+,2,1.1691927,1.0297996,4.7996187,7.10225,-23.877426,8.989126
chr18,67357552,67358214,+,0,14.127287,8.461193,12.204284,1.965639,-12.269188,33.255215
chr18,67358513,67359590,+,0,23.124939,11.976149,10.25506,-0.7022267,18.97595,15.194297
chr18,67853109,67853653,-,1,12.821312,-8.706822,-3.097737,1.3835914,-7.214705,-35.263382
chr18,68994829,68996030,+,0,27.14125,16.036903,12.316685,-0.6303867,-0.4026238,34.74649
chr18,68996560,68996872,+,0,7.2039185,4.85627,7.969071,1.7918191,3.995627,9.5874
chr18,70887015,70888324,+,0,29.486462,13.982712,12.318301,-0.6691612,0.5182766,34.801838
chr18,70888992,70889206,+,0,4.9507575,4.2636976,7.608186,2.297775,1.2951343,10.509724
chr18,70985443,70987032,+,0,35.189816,19.251444,11.749089,-3.6058164,14.7408905,36.893597
chr18,71574941,71575096,-,2,3.4317224,-2.9336805,1.5313097,4.5432715,-9.568313,-2.3147388
chr18,71575449,71575937,-,2,10.488728,-4.432756,3.5600555,4.857764,-23.208664,-10.780781
chr18,73025026,73026464,+,0,32.067757,18.62399,13.826549,-4.254888,34.954018,33.48855
chr18,73026752,73026830,+,2,1.6851928,1.549403,4.9746094,5.9470706,-22.368605,5.1775966
chr18,73027205,73027439,+,0,4.6571507,2.9273963,7.5319996,2.3879478,-0.22121373,8.325759
chr18,79836900,79837534,-,2,14.830977,-8.018978,0.76507413,1.8875942,3.1465936,-11.047025
chr18,79837536,79837879,-,1,7.84979,-6.2156024,-3.251881,2.6283462,-12.222637,-30.397404
chr19,15992308,15992400,+,2,1.5688938,0.7876716,4.7851686,7.08413,-24.353832,8.025933
chr19,21903411,21904517,-,2,24.0221,-9.727988,0.5579273,0.69950455,10.599374,-14.515697
chr19,21904815,21905253,-,1,10.123763,-6.8577704,-3.1441638,1.8349413,-8.876262,-34.883144
chr19,29482064,29482457,-,2,8.699799,-6.159097,0.88696456,3.2019691,-2.5414772,-7.3747454
chr19,43329385,43330434,-,2,22.53438,-9.200611,0.5657474,0.63470614,11.087108,-15.677473
chr19,54528238,54528513,-,2,6.3879623,-4.4925,1.0298175,3.664898,-4.4194794,-4.444575
chr19,55763973,55764157,-,-1,3.8575451,-3.0788362,-2.783583,4.104052,-14.720532,-23.12651
chr19,57373423,57375026,-,1,36.41486,-21.699627,-4.1692796,-3.5771937,13.81922,-48.52637
chr2,403449,405062,-,1,37.10404,-20.127876,-3.3269887,-2.903041,22.60045,-45.72569
chr2,685058,686764,+,0,37.52075,19.665747,11.449781,-4.1479635,11.8943405,43.832645
chr2,2378986,2380481,+,0,35.24785,21.084375,14.262887,-4.1204767,35.29333,29.533585
chr2,3227051,3228612,+,0,36.2358,20.79837,14.144222,-4.369437,37.640408,32.565365
chr2,4374927,4376412,-,1,34.270718,-20.129326,-2.5607052,-3.9520118,20.517004,-34.46773
chr2,4434749,4436369,-,1,35.73767,-18.977493,-1.8366221,-3.6968567,19.654438,-26.917717
chr2,4787192,4788788,-,1,36.8263,-18.344488,-2.0944793,-3.590417,22.573967,-32.2253
chr2,5543467,5545067,+,0,35.50455,18.636257,11.692764,-4.0615187,20.209143,38.87973
chr2,6208623,6210039,+,0,33.157722,18.939728,13.00843,-3.5083885,26.930468,35.923977
chr2,6980191,6981813,-,1,35.754868,-18.27876,-1.7054895,-3.6372254,27.373215,-23.708855
chr2,7530471,7532088,-,1,37.391327,-21.242126,-1.6676438,-4.3237643,30.19328,-30.926477
chr2,7800526,7802033,+,0,35.230885,19.99843,12.909529,-3.579619,27.444822,38.08444
chr2,9857946,9859386,-,1,32.301113,-17.497194,-1.559212,-3.3041058,20.493895,-22.491741
chr2,9859685,9859869,-,1,4.3925285,-3.7809432,-2.920777,3.8711321,-14.6147585,-24.601984
chr2,11797487,11797883,+,0,9.102782,6.0162306,7.9949183,1.7234955,6.781374,10.418903
chr2,13098706,13099622,-,1,20.810244,-9.990794,-2.9170165,-0.036488876,0.03301472,-37.267956
chr2,13176774,13178357,-,1,35.24871,-20.176487,-3.936582,-3.1770554,17.353508,-45.50814
chr2,13358851,13360322,-,1,31.073467,-16.50541,-2.9724438,-3.8060257,16.018583,-35.77237
chr2,13437788,13438215,-,2,8.925631,-4.900741,0.7607098,3.014152,0.9615934,-6.5560136
chr2,13896613,13897071,+,0,10.564293,7.943262,12.202529,2.0622158,-13.508124,29.406712
chr2,13897365,13898442,+,0,24.136286,11.283987,10.210579,-0.6417917,18.595953,15.093618
chr2,14028332,14028408,-,2,1.3649651,-0.2873095,4.6289473,6.1454697,-22.177927,1.9548854
chr2,15205946,15207534,+,0,35.00783,19.158463,12.037767,-3.4784436,13.06516,34.028225
chr2,15304431,15304912,+,0,10.87987,7.0867553,12.30787,2.2473297,-14.11062,30.554068
chr2,15304920,15305117,+,0,4.3607683,3.6081312,7.537572,2.388491,0.6997193,10.363553
chr2,15370590,15370983,+,0,9.403399,5.8382277,8.3364105,1.3700881,7.1960707,8.568539
chr2,17030881,17032361,-,1,33.769745,-18.839851,-3.9382887,-3.370303,12.458893,-47.001923
chr2,17992924,17994032,+,0,25.174782,12.322743,10.293537,-0.73637766,19.155022,15.958666
chr2,20927907,20929445,-,1,36.079338,-19.80141,-3.767001,-3.1989715,15.711897,-43.341537
chr2,21840878,21842504,+,0,37.106777,21.38212,11.822974,-4.266356,16.507412,44.253105
chr2,24990691,24991727,+,0,23.236229,11.725291,9.9581995,-0.38222685,17.686054,12.95574
chr2,34458188,34459827,+,0,36.730625,17.835344,11.324378,-3.9099126,13.095125,41.242702
chr2,35039701,35039952,+,0,5.777695,5.183082,12.025044,3.9357889,-21.137276,25.431839
chr2,35039945,35041003,+,0,23.357769,10.177282,10.199983,-0.7980976,16.267082,17.00929
chr2,35247432,35247973,-,2,12.284945,-6.24133,0.73686504,2.5245268,1.7990171,-8.770265
chr2,35248360,35249420,-,1,23.841887,-14.100062,-2.9469645,-0.11755224,0.050315395,-38.161415
chr2,35558261,35559849,+,0,35.148033,17.125616,14.007447,-4.1384487,38.568695,31.30795
chr2,35632309,35632655,-,1,7.4218197,-6.3360972,-3.3293881,2.5857475,-12.968587,-31.266724
chr2,39326468,39326658,+,0,4.2602267,3.2903986,7.574744,2.4230604,0.52940696,10.525738
chr2,41126677,41127307,-,1,14.472058,-9.114747,-3.0920422,1.0016067,-4.765487,-35.32598
chr2,41470646,41472074,+,0,31.922453,16.723526,12.226547,-0.9545593,2.932469,33.7339
chr2,41472074,41472145,+,2,1.6235076,1.5630265,5.154715,5.674389,-20.60135,6.2034216
chr2,44166349,44166387,+,2,0.47497243,0.2757996,4.7561507,6.1327796,-23.399364,3.042115
chr2,50938386,50938584,-,1,4.3457966,-3.870708,-2.893804,3.9009883,-14.46601,-24.882164
chr2,50941284,50942909,+,0,36.40142,20.056198,11.407372,-4.154003,16.283186,42.36176
chr2,52647579,52649141,-,1,34.884136,-18.887213,-3.111531,-3.5287027,17.076717,-38.673412
chr2,52666105,52667017,-,1,21.237543,-11.3606205,-2.9648013,0.16948599,-0.6023765,-37.796505
chr2,54324647,54326267,+,0,37.510277,20.727594,12.332517,-3.875413,24.2559,38.146717
chr2,55559791,55559839,+,2,0.78465647,0.6986602,5.050759,6.8374634,-25.93979,5.33596
chr2,55560130,55560496,+,0,8.54036,6.5731683,12.251227,2.619883,-16.275276,29.950022
chr2,55560806,55561979,+,0,25.951658,11.30062,10.302905,-0.81434846,15.720669,17.6409
chr2,57250189,57250416,+,0,5.348414,4.1683617,11.9279995,4.163416,-21.689894,23.878967
chr2,57252634,57253944,+,0,27.96817,14.419133,10.718171,-0.9167987,20.706942,18.09751
chr2,57855713,57856153,-,2,9.656445,-5.647204,0.6834827,2.8696811,0.26809907,-6.1797366
chr2,58942144,58943662,+,0,34.979553,21.89002,14.132239,-4.124726,33.939327,32.265694
chr2,59098165,59098952,-,2,17.278679,-7.877741,0.6518983,1.6251128,5.689224,-10.831371
chr2,59098948,59099565,-,1,14.079456,-9.48905,-3.1094282,1.5170217,-8.192876,-36.81346
chr2,59607344,59608949,+,0,35.837635,19.527391,11.821192,-3.8734055,16.551138,38.188984
chr2,59703897,59705478,-,1,35.161575,-19.304255,-3.4017196,-2.7726233,25.243431,-47.441578
chr2,60515992,60516033,-,2,0.62715656,-0.44251516,4.3504324,6.199417,-25.061422,0.8618119
chr2,64925137,64925192,-,2,1.3070904,-1.344934,4.1586766,6.022216,-19.944897,-0.5833549
chr2,72264964,72265239,+,0,6.0410137,4.891497,12.100636,3.5407434,-20.513573,27.677866
chr2,72267721,72267818,+,2,2.3893108,1.5369861,4.804866,7.1461277,-23.68603,9.556692
chr2,73530061,73531658,-,1,36.718807,-19.945066,-1.5317403,-4.0215707,28.236565,-31.509863
chr2,73673341,73673436,+,2,1.6948924,-0.36870727,4.3396344,6.1528883,-26.78153,2.2410302
chr2,75486872,75487132,+,0,5.6275554,3.645639,11.895477,4.2321343,-22.369492,24.065088
chr2,75854979,75856596,+,0,35.645157,21.226702,14.221964,-3.396348,33.65261,23.207054
chr2,75940479,75940533,+,2,0.81935185,0.70633,5.0886416,6.8684163,-25.66924,5.115842
chr2,75941127,75942561,+,0,32.587357,15.824691,12.098719,-1.1129403,2.9050386,32.100998
chr2,76356312,76357924,+,0,35.756042,18.5228,11.541164,-3.8973196,16.422733,40.459805
chr2,78137132,78138604,+,0,32.21752,17.506958,12.937845,-3.487429,30.512112,36.78174
chr2,81922001,81922271,-,2,5.787791,-3.9021342,1.2810222,4.1270666,-5.739994,-4.1229672
chr2,82869555,82869940,-,2,7.853064,-2.4053347,3.392476,5.3548265,-17.548092,-5.093307
chr2,82869937,82870236,-,1,6.2143807,-4.497519,-3.1180184,3.335588,-12.608286,-26.688353
chr2,83615900,83616135,+,2,5.1895537,1.5791581,6.9983373,5.8427896,-36.37358,13.245763
chr2,87898883,87900134,+,0,28.24609,18.23943,13.580316,-3.8075445,28.70157,29.28136
chr2,88814918,88816521,+,0,37.16584,20.53389,11.555452,-3.978585,18.54286,46.538464
chr2,91900847,91901356,-,2,11.121519,-5.1611004,3.667362,3.123614,-26.569628,-21.56227
chr2,91910154,91910518,-,1,8.033382,-7.4415293,-3.4506102,2.6398764,-13.98054,-31.744509
chr2,94764534,94764778,+,-1,5.2905216,1.3823823,11.559228,11.70517,-67.02082,8.798424
chr2,94764766,94764811,-,2,0.98971486,-0.6147725,2.5843863,6.9521437,-31.57371,-6.46948
chr2,94767175,94767314,+,2,3.0575054,1.4189018,7.780578,6.741847,-36.70494,23.80047
chr2,94767621,94767865,+,-1,5.00753,1.8078578,11.66612,11.764916,-68.17392,8.883803
chr2,94770306,94770439,+,-1,2.7307646,0.9724917,8.715333,6.269394,-43.077896,20.959135
chr2,94770764,94771008,+,-1,5.203939,1.5513498,11.484347,11.627962,-66.26433,8.632847
chr2,94774266,94774419,+,-1,3.0485632,0.93816006,8.249815,7.106409,-40.263885,25.102648
chr2,94774727,94774993,+,-1,5.823408,2.0747073,11.610112,11.649348,-68.450905,6.131662
chr2,94777284,94777438,+,-1,3.0421808,1.0818069,8.186039,6.911135,-39.703598,23.905628
chr2,94777749,94777992,+,-1,5.3292565,1.4633741,11.424303,11.607413,-66.17202,7.8034225
chr2,94780615,94780715,+,-1,1.7565197,0.7673723,8.403725,6.6151695,-40.4922,21.411808
chr2,94781037,94781271,+,-1,4.384587,1.4737166,10.861347,11.977118,-63.95713,5.7200785
chr2,94783709,94783848,+,-1,2.5330503,1.1151451,8.315175,6.95214,-41.225563,23.350279
chr2,94784166,94784409,+,-1,5.162634,1.5274769,10.947301,11.307654,-62.260483,7.614573
chr2,94784675,94784827,+,2,2.969458,0.94729215,7.8934617,6.1417656,-39.44286,18.50386
chr2,96437917,96439698,+,0,40.528015,21.294397,13.532876,-3.3462486,27.434532,26.129963
chr2,97064602,97065104,-,1,10.864055,-6.433982,-3.1555545,1.926392,-10.524191,-36.245914
chr2,97317460,97317962,+,0,10.803133,6.1508484,12.29401,2.244646,-14.333845,30.235039
chr2,97390542,97391044,-,1,10.774649,-6.020849,-3.2479508,2.0707903,-10.561043,-36.275307
chr2,101926638,101928238,+,0,36.613167,18.804596,11.472053,-3.7660894,17.124735,39.314613
chr2,102916458,102917975,-,1,35.22739,-18.28581,-2.8127491,-3.8026779,21.136883,-37.957184
chr2,106663157,106664648,+,0,35.75645,20.676514,12.866886,-3.7088726,25.873873,35.598473
chr2,106670348,106671960,+,0,32.79712,14.878721,11.410878,-3.1999493,15.313896,27.897364
chr2,108946867,108948447,-,1,37.682762,-22.417759,-1.8533871,-4.327739,29.87237,-31.28345
chr2,110088193,110089792,+,0,36.978985,19.8544,11.532389,-4.0729275,18.553236,46.555954
chr2,110281583,110283182,-,1,36.988647,-19.75547,-1.7111322,-3.6172452,31.184835,-25.03015
chr2,115445266,115446422,+,0,26.76335,16.427917,12.202847,-0.41543588,-0.6913001,32.701996
chr2,115446982,115447474,+,0,10.665077,5.705557,8.468496,1.2169832,8.297403,9.14096
chr2,115474458,115474995,+,2,11.049628,5.0655828,7.661032,6.4384375,-13.721029,22.03307
chr2,116193632,116195141,-,1,34.322178,-19.006994,-3.1747568,-3.6493094,23.530386,-39.934525
chr2,116541929,116543470,-,1,32.656525,-16.708948,-2.7266586,-3.5166068,17.15057,-34.6102
chr2,116695163,116695399,-,2,4.930858,-3.0443614,3.5435362,6.6077747,-17.680635,-19.733797
chr2,116894912,116894970,+,2,1.6852907,1.6255144,5.1989927,6.8254147,-27.303991,8.85521
chr2,116894973,116896526,-,1,33.62001,-17.065956,-1.6914399,-3.4806616,20.03749,-24.88416
chr2,117882066,117883639,+,0,37.287567,20.429089,14.136654,-4.171372,34.864075,30.720848
chr2,121157244,121157283,+,2,0.6876406,0.8053109,4.935349,5.96011,-22.136747,4.225412
chr2,122370994,122372625,-,1,36.8342,-21.844568,-1.9029365,-3.847631,24.995945,-30.566288
chr2,123531434,123531623,-,2,4.27436,-3.2899323,1.4211767,4.3420587,-7.8348346,-1.7680467
chr2,125379960,125380252,-,2,7.2406893,-5.0073485,0.91207653,3.3888166,-2.655265,-4.2085648
chr2,126387341,126388632,+,0,28.98587,14.994752,12.207864,-0.533205,0.5554048,32.14111
chr2,126389097,126389437,+,0,8.335968,5.7643204,8.145089,1.6024133,5.635325,8.3256645
chr2,126925578,126927106,+,0,35.28717,20.922392,13.758792,-4.2198787,35.099716,34.168575
chr2,127237926,127238816,+,0,20.157946,11.619232,12.213569,0.49348533,-5.7664895,32.096516
chr2,127239114,127239791,+,0,14.910008,7.5896397,9.350854,0.23587541,14.160177,9.775478
chr2,130054322,130054378,-,2,1.2689375,-0.09539102,2.7471814,6.7099957,-29.028189,-7.0192223
chr2,130055998,130056276,+,-1,5.502775,1.1701802,11.336186,11.617558,-66.18662,6.4646845
chr2,130058625,130058762,+,-1,3.1969545,1.339657,8.225444,7.123144,-41.231827,25.252249
chr2,130059110,130059206,+,-1,2.3210235,1.0888957,6.188051,10.154539,-45.694046,-1.564928
chr2,130444807,130445044,+,-1,5.0624504,1.6046757,11.561737,11.691539,-67.36545,8.783508
chr2,130445032,130445088,-,2,1.2689375,-0.09539102,2.752032,6.7103558,-29.028208,-7.0192738
chr2,130449340,130449477,+,-1,3.101262,1.2729774,8.261968,7.0595856,-41.238914,25.231665
chr2,130449824,130449929,+,-1,2.3290842,1.104737,6.186225,10.097597,-45.69073,-1.5800625
chr2,130671595,130671700,-,2,2.3132663,-1.0995014,2.5438542,6.975114,-32.455498,-8.346055
chr2,130672047,130672184,-,-1,3.0686574,-1.1906143,3.978245,1.3388057,-34.262466,-28.009811
chr2,130674527,130674580,+,-1,1.1382334,0.426089,6.0713882,10.204249,-42.654335,-1.9161574
chr2,130676436,130676492,+,-1,1.2000339,0.1426565,6.6531887,9.67754,-39.9,2.5783043
chr2,130676480,130676717,-,-1,5.0303583,-1.6252265,1.4942341,14.621919,-55.19922,-13.68457
